501, 594
520, 594
669, 594
39, 594
161, 594
777, 594
413, 594
687, 594
269, 594
265, 594
125, 594
37, 594
720, 594
788, 594
484, 594
97, 594
82, 594
98, 593
465, 594
33, 594
661, 594
318, 594
326, 594
290, 594
110, 594
407, 594
16, 594
268, 594
402, 594
416, 594
597, 594
452, 594
37, 594
529, 594
327, 594
526, 594
565, 594
527, 593
240, 594
750, 594
604, 594
668, 593
74, 594
641, 594
261, 594
247, 594
497, 594
207, 594
282, 594
322, 594
788, 593
279, 594
427, 594
122, 594
478, 594
737, 594
206, 594
574, 594
141, 594
304, 594
125, 594
28, 594
106, 594
446, 594
717, 594
54, 594
566, 594
421, 594
573, 594
241, 594
98, 592
778, 594
443, 594
719, 593
783, 594
256, 594
15, 593
66, 594
304, 594
264, 593
271, 594
345, 594
533, 594
110, 594
626, 594
544, 594
326, 594
653, 594
641, 594
152, 594
651, 594
171, 594
485, 593
42, 594
657, 594
561, 594
231, 594
165, 594
643, 594
98, 591
297, 594
704, 594
544, 593
313, 594
735, 594
155, 594
675, 594
574, 593
47, 594
373, 594
732, 594
617, 594
574, 594
393, 594
182, 594
235, 594
406, 593
767, 594
6, 594
241, 594
152, 593
381, 594
322, 593
66, 594
579, 594
373, 593
631, 594
738, 594
409, 594
37, 593
43, 593
433, 594
451, 593
198, 594
398, 594
625, 594
234, 593
402, 594
130, 594
605, 594
109, 593
484, 592
566, 594
681, 594
758, 594
658, 594
453, 594
182, 593
643, 593
436, 594
20, 594
450, 594
217, 594
772, 594
234, 592
59, 594
347, 594
699, 594
462, 594
433, 593
703, 594
790, 594
477, 594
586, 594
500, 594
463, 594
241, 593
519, 593
780, 594
80, 594
219, 594
128, 594
89, 594
616, 593
433, 593
457, 594
614, 594
344, 593
787, 592
485, 593
261, 593
723, 594
786, 594
198, 593
183, 594
526, 594
561, 594
626, 593
70, 594
240, 592
374, 592
126, 593
53, 593
533, 593
726, 594
367, 594
479, 594
526, 592
290, 594
266, 594
598, 593
788, 591
352, 594
789, 593
166, 593
220, 593
650, 593
126, 593
254, 594
496, 594
109, 592
123, 593
466, 594
19, 593
780, 593
42, 592
490, 594
345, 592
787, 591
393, 593
136, 594
699, 594
502, 593
428, 594
725, 593
302, 594
335, 594
116, 594
96, 594
361, 594
123, 593
695, 594
573, 592
506, 594
484, 592
789, 592
31, 594
763, 594
302, 593
126, 592
630, 594
648, 594
320, 594
329, 594
483, 594
149, 594
183, 593
486, 594
459, 594
519, 593
671, 594
583, 594
42, 592
368, 593
399, 593
573, 592
129, 593
36, 593
762, 593
639, 594
526, 593
273, 594
495, 593
529, 593
472, 594
109, 592
728, 594
366, 594
368, 593
340, 594
724, 592
399, 592
494, 592
794, 594
321, 593
724, 593
155, 593
166, 593
181, 592
437, 594
328, 593
777, 593
283, 593
659, 594
794, 593
352, 593
518, 593
435, 593
672, 593
198, 593
710, 594
353, 593
305, 593
160, 593
190, 594
651, 593
251, 594
268, 593
402, 593
446, 593
462, 593
322, 592
38, 593
332, 594
75, 594
338, 594
681, 594
124, 593
156, 592
350, 594
123, 592
393, 592
160, 594
417, 593
328, 593
286, 594
691, 594
54, 592
156, 592
714, 594
406, 592
297, 594
73, 593
208, 593
647, 593
43, 591
103, 594
789, 592
386, 594
445, 592
242, 593
65, 593
199, 592
225, 594
757, 594
323, 591
639, 594
462, 592
793, 593
647, 593
332, 593
727, 594
541, 594
752, 594
194, 594
552, 594
716, 593
345, 592
604, 593
92, 594
200, 591
186, 594
466, 594
429, 593
250, 594
741, 594
411, 594
155, 591
388, 594
399, 592
527, 592
518, 592
406, 592
569, 594
472, 594
685, 594
602, 594
705, 594
787, 590
578, 593
247, 593
768, 593
243, 593
296, 593
742, 594
544, 594
625, 594
676, 594
112, 594
681, 593
709, 593
509, 594
279, 594
278, 593
406, 593
179, 594
201, 590
278, 593
250, 594
672, 592
735, 594
272, 593
643, 594
54, 592
289, 593
776, 593
124, 592
501, 592
360, 593
331, 592
399, 592
787, 591
468, 594
138, 594
325, 593
441, 594
382, 594
278, 592
768, 592
263, 594
278, 591
385, 593
685, 594
646, 592
794, 592
713, 593
501, 591
543, 592
231, 594
458, 593
679, 594
556, 594
476, 594
588, 594
255, 593
5, 594
428, 592
368, 593
124, 592
323, 591
263, 592
422, 594
122, 591
361, 592
201, 590
577, 592
375, 591
129, 592
322, 590
652, 592
246, 593
513, 594
267, 593
271, 594
173, 594
629, 593
586, 593
123, 592
776, 592
156, 590
616, 593
452, 592
239, 591
574, 591
498, 594
652, 592
678, 593
352, 593
281, 594
480, 593
385, 592
676, 593
518, 591
174, 593
43, 591
15, 592
298, 593
385, 591
64, 594
216, 594
572, 591
200, 591
219, 593
244, 593
109, 591
74, 592
309, 594
622, 594
526, 591
63, 593
129, 591
544, 594
339, 594
67, 593
139, 593
525, 590
62, 593
750, 593
165, 592
54, 592
462, 592
403, 592
656, 593
256, 592
190, 593
598, 593
435, 592
678, 593
98, 592
466, 593
416, 593
36, 592
435, 593
544, 593
234, 593
423, 593
526, 591
444, 592
790, 591
358, 594
630, 592
561, 593
489, 594
682, 592
172, 593
219, 592
54, 591
494, 592
626, 592
263, 591
263, 591
683, 591
279, 594
19, 594
475, 593
511, 594
525, 590
220, 594
428, 592
417, 592
556, 594
99, 591
218, 594
473, 593
178, 593
102, 593
44, 590
690, 593
166, 592
102, 594
698, 593
209, 593
667, 594
190, 593
783, 593
255, 591
271, 592
446, 593
26, 594
711, 594
201, 589
729, 593
126, 592
65, 592
459, 592
690, 593
570, 593
200, 591
331, 591
455, 594
730, 593
37, 592
788, 590
635, 594
713, 594
643, 593
60, 594
37, 591
573, 590
592, 594
290, 592
451, 591
617, 592
645, 592
8, 594
360, 594
376, 590
362, 591
305, 593
696, 593
344, 591
766, 594
383, 593
775, 592
386, 591
794, 592
240, 590
562, 592
657, 592
671, 591
323, 590
789, 590
337, 593
98, 591
407, 591
597, 594
787, 590
590, 594
191, 594
634, 594
336, 593
555, 594
315, 594
240, 592
794, 592
465, 594
417, 592
167, 592
640, 593
272, 592
489, 593
355, 594
289, 593
309, 594
491, 593
501, 591
289, 592
272, 591
438, 594
795, 592
201, 588
472, 594
65, 592
323, 591
755, 594
573, 590
500, 593
376, 590
179, 594
322, 589
235, 593
795, 591
558, 594
460, 591
416, 593
15, 592
64, 591
677, 592
484, 591
375, 591
168, 591
4, 593
604, 593
235, 591
444, 593
667, 593
83, 594
683, 591
45, 589
482, 593
642, 592
610, 594
263, 590
48, 593
334, 594
138, 594
738, 593
525, 590
499, 592
786, 590
92, 593
626, 592
208, 593
314, 594
31, 593
666, 594
62, 592
268, 592
755, 594
645, 592
86, 594
543, 592
126, 591
186, 593
651, 591
74, 592
475, 593
189, 593
340, 593
439, 593
502, 590
605, 592
480, 592
422, 593
745, 594
400, 591
332, 590
155, 591
21, 594
427, 591
255, 591
243, 593
99, 591
2, 594
460, 591
393, 592
305, 593
656, 593
368, 593
667, 593
696, 593
190, 593
70, 595
323, 590
640, 593
305, 593
